InningsNo,OverNo,BattingTeamID,OverRuns,BowlerRuns,BowlerID,Wickets,Bowler
1,18,0,9,9,2018-100mb00000000009-92bfdfe9e99b11,2,Jasprit Bumrah
1,19,0,19,19,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
2,0,0,2,2,2021-100mb00000000574-27073d6f802311,0,Reece Topley
2,1,0,7,7,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
2,2,0,14,14,2021-100mb00000000574-27073d6f802311,0,Reece Topley
2,3,0,9,9,2022-100mb00000001007-1363a306a45011,0,Akash Deep
2,4,0,23,23,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
2,5,0,17,17,2018-100mb00000000028-acc7d0a3e99d11,0,Glenn Maxwell
2,6,0,12,12,2023-100mb00000002034-c2959cc8d5eb11,0,Vyshak Vijaykumar
2,7,0,8,8,2023-100mb00000001941-9401571cc40411,0,Will Jacks
2,8,0,11,11,2022-100mb00000001007-1363a306a45011,1,Akash Deep
2,9,0,8,8,2023-100mb00000002034-c2959cc8d5eb11,0,Vyshak Vijaykumar
2,10,0,24,24,2022-100mb00000001007-1363a306a45011,0,Akash Deep
2,11,0,16,16,2023-100mb00000001941-9401571cc40411,1,Will Jacks
2,12,0,18,18,2021-100mb00000000574-27073d6f802311,0,Reece Topley
2,13,0,12,12,2023-100mb00000002034-c2959cc8d5eb11,1,Vyshak Vijaykumar
2,14,0,7,7,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
2,15,0,11,11,2022-100mb00000001007-1363a306a45011,0,Akash Deep
1,0,0,7,7,2019-100mb00000000217-29d6c58644bf11,0,Mohammad Nabi
1,1,0,7,7,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,2,0,4,4,2018-100mb00000000009-92bfdfe9e99b11,1,Jasprit Bumrah
1,3,0,10,10,2022-100mb00000001045-ff63138dd51a11,1,Akash Madhwal
1,4,0,7,7,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,5,0,9,9,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
1,6,0,10,10,2019-100mb00000000192-f5e65e7b44b711,0,Shreyas Gopal
1,7,0,13,12,2019-100mb00000000371-481ee0be14fc11,0,Romario Shepherd
1,8,0,9,9,2019-100mb00000000192-f5e65e7b44b711,0,Shreyas Gopal
1,9,0,13,13,2018-100mb00000000054-e3ebefa2050a11,0,Hardik Pandya
1,10,0,4,4,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
1,11,0,14,14,2023-100mb00000002535-239c770f61da11,1,Gerald Coetzee
1,12,0,4,4,2019-100mb00000000192-f5e65e7b44b711,1,Shreyas Gopal
1,13,0,10,10,2019-100mb00000000371-481ee0be14fc11,0,Romario Shepherd
1,14,0,9,9,2019-100mb00000000192-f5e65e7b44b711,0,Shreyas Gopal
1,15,0,19,19,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
1,16,0,5,4,2018-100mb00000000009-92bfdfe9e99b11,2,Jasprit Bumrah
1,17,0,14,14,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,18,0,9,9,2018-100mb00000000009-92bfdfe9e99b11,2,Jasprit Bumrah
1,19,0,19,19,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
2,0,0,2,2,2021-100mb00000000574-27073d6f802311,0,Reece Topley
2,1,0,7,7,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
2,2,0,14,14,2021-100mb00000000574-27073d6f802311,0,Reece Topley
2,3,0,9,9,2022-100mb00000001007-1363a306a45011,0,Akash Deep
2,4,0,23,23,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
2,5,0,17,17,2018-100mb00000000028-acc7d0a3e99d11,0,Glenn Maxwell
2,6,0,12,12,2023-100mb00000002034-c2959cc8d5eb11,0,Vyshak Vijaykumar
2,7,0,8,8,2023-100mb00000001941-9401571cc40411,0,Will Jacks
2,8,0,11,11,2022-100mb00000001007-1363a306a45011,1,Akash Deep
2,9,0,8,8,2023-100mb00000002034-c2959cc8d5eb11,0,Vyshak Vijaykumar
2,10,0,24,24,2022-100mb00000001007-1363a306a45011,0,Akash Deep
2,11,0,16,16,2023-100mb00000001941-9401571cc40411,1,Will Jacks
2,12,0,18,18,2021-100mb00000000574-27073d6f802311,0,Reece Topley
2,13,0,12,12,2023-100mb00000002034-c2959cc8d5eb11,1,Vyshak Vijaykumar
2,14,0,7,7,2019-100mb00000000063-d9aa7a01187311,0,Mohammed Siraj
2,15,0,11,11,2022-100mb00000001007-1363a306a45011,0,Akash Deep
1,0,0,10,10,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
1,1,0,7,7,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
1,2,0,11,11,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
1,3,0,12,12,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
1,4,0,7,7,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
1,5,0,10,10,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
1,6,0,7,6,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,7,0,3,3,2018-100mb00000000014-227bc550e99c11,2,Kuldeep Yadav
1,8,0,9,9,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,9,0,4,4,2018-100mb00000000014-227bc550e99c11,1,Kuldeep Yadav
1,10,0,4,4,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,11,0,6,6,2018-100mb00000000050-4663b710f88b11,1,Ishant Sharma
1,12,0,4,4,2022-100mb00000001462-cbc59298427c11,1,Mukesh Kumar
1,13,0,6,6,2018-100mb00000000014-227bc550e99c11,0,Kuldeep Yadav
1,14,0,14,14,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
1,15,0,7,7,2018-100mb00000000014-227bc550e99c11,0,Kuldeep Yadav
1,16,0,7,7,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,17,0,15,13,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
1,18,0,13,13,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
1,19,0,11,11,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,0,0,7,7,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,1,0,9,9,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,2,0,6,6,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,3,0,8,8,2022-100mb00000001550-b8b1d54854ee11,1,Yash Thakur
2,4,0,15,15,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,5,0,17,16,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,6,0,1,1,2020-100mb00000000520-c2b1e0df638711,1,Ravi Bishnoi
2,7,0,6,6,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,8,0,4,4,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,9,0,2,2,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,10,0,15,15,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,11,0,10,10,2018-100mb00000000023-201fd633e99d11,0,Marcus Stoinis
2,12,0,21,21,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,13,0,15,15,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,14,0,9,9,2021-100mb00000000639-cf9c67ec2fe411,1,Naveen-Ul-Haq
2,15,0,5,5,2020-100mb00000000520-c2b1e0df638711,1,Ravi Bishnoi
2,16,0,8,8,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,17,0,6,6,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,18,0,6,6,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
1,0,0,10,10,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
1,1,0,7,7,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
1,2,0,11,11,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
1,3,0,12,12,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
1,4,0,7,7,2018-100mb00000000008-787fc4ece99b11,1,Khaleel Ahmed
1,5,0,10,10,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
1,6,0,7,6,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,7,0,3,3,2018-100mb00000000014-227bc550e99c11,2,Kuldeep Yadav
1,8,0,9,9,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,9,0,4,4,2018-100mb00000000014-227bc550e99c11,1,Kuldeep Yadav
1,10,0,4,4,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,11,0,6,6,2018-100mb00000000050-4663b710f88b11,1,Ishant Sharma
1,12,0,4,4,2022-100mb00000001462-cbc59298427c11,1,Mukesh Kumar
1,13,0,6,6,2018-100mb00000000014-227bc550e99c11,0,Kuldeep Yadav
1,14,0,14,14,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
1,15,0,7,7,2018-100mb00000000014-227bc550e99c11,0,Kuldeep Yadav
1,16,0,7,7,2019-100mb00000000110-79ae08f5449411,0,Axar Patel
1,17,0,15,13,2018-100mb00000000008-787fc4ece99b11,0,Khaleel Ahmed
1,18,0,13,13,2022-100mb00000001462-cbc59298427c11,0,Mukesh Kumar
1,19,0,11,11,2018-100mb00000000050-4663b710f88b11,0,Ishant Sharma
2,0,0,7,7,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,1,0,9,9,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,2,0,6,6,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,3,0,8,8,2022-100mb00000001550-b8b1d54854ee11,1,Yash Thakur
2,4,0,15,15,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,5,0,17,16,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,6,0,1,1,2020-100mb00000000520-c2b1e0df638711,1,Ravi Bishnoi
2,7,0,6,6,2021-100mb00000000639-cf9c67ec2fe411,0,Naveen-Ul-Haq
2,8,0,4,4,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,9,0,2,2,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,10,0,15,15,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,11,0,10,10,2018-100mb00000000023-201fd633e99d11,0,Marcus Stoinis
2,12,0,21,21,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,13,0,15,15,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,14,0,9,9,2021-100mb00000000639-cf9c67ec2fe411,1,Naveen-Ul-Haq
2,15,0,5,5,2020-100mb00000000520-c2b1e0df638711,1,Ravi Bishnoi
2,16,0,8,8,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,17,0,6,6,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,18,0,6,6,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
1,0,0,4,4,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,1,0,13,13,2022-100mb00000001005-56564f7fa44f11,0,Kuldeep Sen
1,2,0,9,9,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,3,0,2,2,2019-100mb00000000109-5cc123ab449411,1,Avesh Khan
1,4,0,3,3,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,5,0,7,7,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,6,0,4,4,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,7,0,5,5,2019-100mb00000000347-a1e95770e42911,1,Keshav Maharaj
1,8,0,3,3,2022-100mb00000001005-56564f7fa44f11,0,Kuldeep Sen
1,9,0,3,3,2019-100mb00000000347-a1e95770e42911,1,Keshav Maharaj
1,10,0,5,5,2018-100mb00000000010-b76159ade99b11,0,Yuzvendra Chahal
1,11,0,12,12,2019-100mb00000000347-a1e95770e42911,0,Keshav Maharaj
1,12,0,2,2,2022-100mb00000001005-56564f7fa44f11,1,Kuldeep Sen
1,13,0,3,3,2019-100mb00000000347-a1e95770e42911,0,Keshav Maharaj
1,14,0,11,11,2018-100mb00000000010-b76159ade99b11,0,Yuzvendra Chahal
1,15,0,17,17,2022-100mb00000001005-56564f7fa44f11,0,Kuldeep Sen
1,16,0,8,7,2019-100mb00000000109-5cc123ab449411,1,Avesh Khan
1,17,0,12,11,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,18,0,18,18,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,19,0,6,6,2019-100mb00000000066-573f78a31e3711,1,Trent Boult
2,0,0,9,9,2019-100mb00000000125-2485f88b449911,0,Arshdeep Singh
2,1,0,5,5,2019-100mb00000000116-dbd48930449611,0,Kagiso Rabada
2,2,0,2,2,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
2,3,0,13,13,2019-100mb00000000125-2485f88b449911,0,Arshdeep Singh
2,4,0,7,7,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
2,5,0,7,7,2019-100mb00000000116-dbd48930449611,0,Kagiso Rabada
2,6,0,6,6,2019-100mb00000000183-f4a991db44b611,0,Liam Livingstone
2,7,0,7,7,2019-100mb00000000114-8c98068c449611,0,Harshal Patel
2,8,0,2,2,2019-100mb00000000183-f4a991db44b611,1,Liam Livingstone
2,9,0,8,8,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
2,10,0,13,13,2019-100mb00000000183-f4a991db44b611,0,Liam Livingstone
2,11,0,4,4,2019-100mb00000000116-dbd48930449611,1,Kagiso Rabada
2,12,0,5,5,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
2,13,0,2,2,2019-100mb00000000116-dbd48930449611,1,Kagiso Rabada
2,14,0,9,9,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
2,15,0,6,6,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
2,16,0,9,9,2019-100mb00000000125-2485f88b449911,1,Arshdeep Singh
2,17,0,14,14,2019-100mb00000000114-8c98068c449611,1,Harshal Patel
2,18,0,10,10,2019-100mb00000000138-5bd8fcf6449d11,2,Sam Curran
2,19,0,14,14,2019-100mb00000000125-2485f88b449911,0,Arshdeep Singh
1,0,0,4,4,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,1,0,13,13,2022-100mb00000001005-56564f7fa44f11,0,Kuldeep Sen
1,2,0,9,9,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,3,0,2,2,2019-100mb00000000109-5cc123ab449411,1,Avesh Khan
1,4,0,3,3,2019-100mb00000000066-573f78a31e3711,0,Trent Boult
1,5,0,7,7,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,6,0,4,4,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,7,0,5,5,2019-100mb00000000347-a1e95770e42911,1,Keshav Maharaj
1,8,0,3,3,2022-100mb00000001005-56564f7fa44f11,0,Kuldeep Sen
1,9,0,3,3,2019-100mb00000000347-a1e95770e42911,1,Keshav Maharaj
1,10,0,5,5,2018-100mb00000000010-b76159ade99b11,0,Yuzvendra Chahal
1,11,0,12,12,2019-100mb00000000347-a1e95770e42911,0,Keshav Maharaj
1,12,0,2,2,2022-100mb00000001005-56564f7fa44f11,1,Kuldeep Sen
1,13,0,3,3,2019-100mb00000000347-a1e95770e42911,0,Keshav Maharaj
1,14,0,11,11,2018-100mb00000000010-b76159ade99b11,0,Yuzvendra Chahal
1,15,0,17,17,2022-100mb00000001005-56564f7fa44f11,0,Kuldeep Sen
1,16,0,8,7,2019-100mb00000000109-5cc123ab449411,1,Avesh Khan
1,17,0,12,11,2018-100mb00000000010-b76159ade99b11,1,Yuzvendra Chahal
1,18,0,18,18,2019-100mb00000000109-5cc123ab449411,0,Avesh Khan
1,19,0,6,6,2019-100mb00000000066-573f78a31e3711,1,Trent Boult
2,0,0,9,9,2019-100mb00000000125-2485f88b449911,0,Arshdeep Singh
2,1,0,5,5,2019-100mb00000000116-dbd48930449611,0,Kagiso Rabada
2,2,0,2,2,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
2,3,0,13,13,2019-100mb00000000125-2485f88b449911,0,Arshdeep Singh
2,4,0,7,7,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
2,5,0,7,7,2019-100mb00000000116-dbd48930449611,0,Kagiso Rabada
2,6,0,6,6,2019-100mb00000000183-f4a991db44b611,0,Liam Livingstone
2,7,0,7,7,2019-100mb00000000114-8c98068c449611,0,Harshal Patel
2,8,0,2,2,2019-100mb00000000183-f4a991db44b611,1,Liam Livingstone
2,9,0,8,8,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
2,10,0,13,13,2019-100mb00000000183-f4a991db44b611,0,Liam Livingstone
2,11,0,4,4,2019-100mb00000000116-dbd48930449611,1,Kagiso Rabada
2,12,0,5,5,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
2,13,0,2,2,2019-100mb00000000116-dbd48930449611,1,Kagiso Rabada
2,14,0,9,9,2019-100mb00000000130-89338eb7449a11,0,Harpreet Brar
2,15,0,6,6,2019-100mb00000000138-5bd8fcf6449d11,0,Sam Curran
2,16,0,9,9,2019-100mb00000000125-2485f88b449911,1,Arshdeep Singh
2,17,0,14,14,2019-100mb00000000114-8c98068c449611,1,Harshal Patel
2,18,0,10,10,2019-100mb00000000138-5bd8fcf6449d11,2,Sam Curran
2,19,0,14,14,2019-100mb00000000125-2485f88b449911,0,Arshdeep Singh
1,0,0,10,10,2018-100mb00000000031-b334eaf6f08611,0,Mitchell Starc
1,1,0,10,10,2021-100mb00000000583-8f4c0c4491dd11,1,Vaibhav Arora
1,2,0,8,8,2018-100mb00000000031-b334eaf6f08611,0,Mitchell Starc
1,3,0,6,6,2021-100mb00000000583-8f4c0c4491dd11,0,Vaibhav Arora
1,4,0,5,5,2018-100mb00000000031-b334eaf6f08611,1,Mitchell Starc
1,5,0,10,10,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,6,0,5,5,2019-100mb00000000156-a6b6f42c44aa11,0,Sunil Narine
1,7,0,6,6,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,8,0,4,4,2019-100mb00000000156-a6b6f42c44aa11,0,Sunil Narine
1,9,0,8,8,2019-100mb00000000140-a41b85f2449d11,0,Varun Chakaravarthy
1,10,0,16,16,2019-100mb00000000141-e67c41d144a711,1,Andre Russell
1,11,0,7,7,2019-100mb00000000140-a41b85f2449d11,1,Varun Chakaravarthy
1,12,0,4,4,2019-100mb00000000156-a6b6f42c44aa11,0,Sunil Narine
1,13,0,10,10,2019-100mb00000000140-a41b85f2449d11,0,Varun Chakaravarthy
1,14,0,4,4,2019-100mb00000000156-a6b6f42c44aa11,1,Sunil Narine
1,15,0,5,5,2019-100mb00000000140-a41b85f2449d11,0,Varun Chakaravarthy
1,16,0,8,8,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,17,0,18,18,2021-100mb00000000583-8f4c0c4491dd11,0,Vaibhav Arora
1,18,0,11,11,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,19,0,6,5,2018-100mb00000000031-b334eaf6f08611,2,Mitchell Starc
2,0,0,22,20,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,1,0,6,6,2020-100mb00000000541-c84d8371639b11,1,Mohsin Khan
2,2,0,14,14,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,3,0,2,2,2020-100mb00000000541-c84d8371639b11,1,Mohsin Khan
2,4,0,5,5,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,5,0,9,9,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,6,0,10,8,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,7,0,12,12,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,8,0,8,8,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,9,0,13,12,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,10,0,4,4,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,11,0,8,8,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,12,0,14,14,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,13,0,16,16,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,14,0,13,13,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,15,0,6,5,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
1,0,0,10,10,2018-100mb00000000031-b334eaf6f08611,0,Mitchell Starc
1,1,0,10,10,2021-100mb00000000583-8f4c0c4491dd11,1,Vaibhav Arora
1,2,0,8,8,2018-100mb00000000031-b334eaf6f08611,0,Mitchell Starc
1,3,0,6,6,2021-100mb00000000583-8f4c0c4491dd11,0,Vaibhav Arora
1,4,0,5,5,2018-100mb00000000031-b334eaf6f08611,1,Mitchell Starc
1,5,0,10,10,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,6,0,5,5,2019-100mb00000000156-a6b6f42c44aa11,0,Sunil Narine
1,7,0,6,6,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,8,0,4,4,2019-100mb00000000156-a6b6f42c44aa11,0,Sunil Narine
1,9,0,8,8,2019-100mb00000000140-a41b85f2449d11,0,Varun Chakaravarthy
1,10,0,16,16,2019-100mb00000000141-e67c41d144a711,1,Andre Russell
1,11,0,7,7,2019-100mb00000000140-a41b85f2449d11,1,Varun Chakaravarthy
1,12,0,4,4,2019-100mb00000000156-a6b6f42c44aa11,0,Sunil Narine
1,13,0,10,10,2019-100mb00000000140-a41b85f2449d11,0,Varun Chakaravarthy
1,14,0,4,4,2019-100mb00000000156-a6b6f42c44aa11,1,Sunil Narine
1,15,0,5,5,2019-100mb00000000140-a41b85f2449d11,0,Varun Chakaravarthy
1,16,0,8,8,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,17,0,18,18,2021-100mb00000000583-8f4c0c4491dd11,0,Vaibhav Arora
1,18,0,11,11,2022-100mb00000001013-30676520bcc011,0,Harshit Rana
1,19,0,6,5,2018-100mb00000000031-b334eaf6f08611,2,Mitchell Starc
2,0,0,22,20,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,1,0,6,6,2020-100mb00000000541-c84d8371639b11,1,Mohsin Khan
2,2,0,14,14,2018-100mb00000000017-5e389774e99c11,0,Krunal Pandya
2,3,0,2,2,2020-100mb00000000541-c84d8371639b11,1,Mohsin Khan
2,4,0,5,5,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,5,0,9,9,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,6,0,10,8,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,7,0,12,12,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,8,0,8,8,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,9,0,13,12,2022-100mb00000000988-ad5c752aa44a11,0,Arshad Khan
2,10,0,4,4,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
2,11,0,8,8,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,12,0,14,14,2024-100mb00000003105-baf4b6ebdf9911,0,Shamar Joseph
2,13,0,16,16,2022-100mb00000001550-b8b1d54854ee11,0,Yash Thakur
2,14,0,13,13,2020-100mb00000000541-c84d8371639b11,0,Mohsin Khan
2,15,0,6,5,2020-100mb00000000520-c2b1e0df638711,0,Ravi Bishnoi
1,0,0,6,6,2019-100mb00000000217-29d6c58644bf11,0,Mohammad Nabi
1,1,0,3,3,2023-100mb00000002535-239c770f61da11,1,Gerald Coetzee
1,2,0,9,9,2019-100mb00000000217-29d6c58644bf11,0,Mohammad Nabi
1,3,0,6,6,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
1,4,0,14,14,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,5,0,10,10,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
1,6,0,4,4,2019-100mb00000000217-29d6c58644bf11,0,Mohammad Nabi
1,7,0,9,9,2019-100mb00000000192-f5e65e7b44b711,1,Shreyas Gopal
1,8,0,4,4,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
1,9,0,15,15,2018-100mb00000000054-e3ebefa2050a11,0,Hardik Pandya
1,10,0,12,12,2019-100mb00000000371-481ee0be14fc11,0,Romario Shepherd
1,11,0,10,10,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
1,12,0,8,7,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,13,0,22,21,2019-100mb00000000371-481ee0be14fc11,0,Romario Shepherd
1,14,0,17,17,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
1,15,0,2,2,2018-100mb00000000054-e3ebefa2050a11,1,Hardik Pandya
1,16,0,10,10,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
1,17,0,12,11,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,18,0,7,7,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
1,19,0,26,26,2018-100mb00000000054-e3ebefa2050a11,1,Hardik Pandya
2,0,0,5,5,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
2,1,0,8,8,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
2,2,0,12,12,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
2,3,0,13,13,2019-100mb00000000105-4c526de743fe11,0,Shardul Thakur
2,4,0,15,15,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
2,5,0,10,10,2019-100mb00000000105-4c526de743fe11,0,Shardul Thakur
2,6,0,7,7,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
2,7,0,5,5,2022-100mb00000001014-1f0cfb3dc17911,2,Matheesha Pathirana
2,8,0,6,6,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
2,9,0,9,9,2020-100mb00000000539-04833b65639b11,0,Tushar Deshpande
2,10,0,18,18,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
2,11,0,10,10,2019-100mb00000000105-4c526de743fe11,0,Shardul Thakur
2,12,0,6,6,2018-100mb00000000046-06b5ba89f88b11,0,Ravindra Jadeja
2,13,0,6,6,2022-100mb00000001014-1f0cfb3dc17911,1,Matheesha Pathirana
2,14,0,2,2,2019-100mb00000000105-4c526de743fe11,0,Shardul Thakur
2,15,0,3,3,2020-100mb00000000539-04833b65639b11,1,Tushar Deshpande
2,16,0,19,19,2019-100mb00000000258-e46e7f697acb11,1,Mustafizur Rahman
2,17,0,6,5,2022-100mb00000001014-1f0cfb3dc17911,1,Matheesha Pathirana
2,18,0,13,13,2019-100mb00000000258-e46e7f697acb11,0,Mustafizur Rahman
2,19,0,13,12,2022-100mb00000001014-1f0cfb3dc17911,0,Matheesha Pathirana
1,0,0,6,6,2019-100mb00000000217-29d6c58644bf11,0,Mohammad Nabi
1,1,0,3,3,2023-100mb00000002535-239c770f61da11,1,Gerald Coetzee
1,2,0,9,9,2019-100mb00000000217-29d6c58644bf11,0,Mohammad Nabi
1,3,0,6,6,2018-100mb00000000009-92bfdfe9e99b11,0,Jasprit Bumrah
1,4,0,14,14,2023-100mb00000002535-239c770f61da11,0,Gerald Coetzee
1,5,0,10,10,2022-100mb00000001045-ff63138dd51a11,0,Akash Madhwal
