MatchID,InningsNo,TeamID,PlayerID,PlayerName,PlayerImage,PlayingOrder,MatchPlayingOrder,BowlerName,OutDesc,ShortOutDesc,Runs,Balls,DotBalls,DotBallPercentage,DotBallFrequency,Ones,Twos,Threes,Fours,Sixes,BoundaryPercentage,BoundaryFrequency,StrikeRate,MinOver,MinStrikerOver,WicketNo,AgainstFast,AgainstSpin,AgainstFastPercent,AgainstSpinPercent,PLAYER_ID
1410,2,16,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine ,https://scores.iplt20.com/ipl/playerimages/3SpsGTCTap1711106395156.png,2.0,3,Mohsin Khan,c Marcus Stoinis b Mohsin Khan,c Marcus Stoinis b Mohsin Khan,6,6,4,66.67,1.50,0,1,0,1,0,66.67,6.00,100.00,0,0,2,6,0,100.00,0.00,156
1410,2,16,20214a2b63d55d7711ec9c9202ea608,Angkrish Raghuvanshi ,https://scores.iplt20.com/ipl/playerimages/ISQ8oIxMTX1711106614787.png,3.0,5,Mohsin Khan,c K L Rahul b Mohsin Khan,c K L Rahul b Mohsin Khan,7,6,4,66.67,1.50,1,0,0,0,1,85.71,6.00,116.67,0,0,1,4,2,66.67,33.33,787
1410,2,16,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer (c),https://scores.iplt20.com/ipl/playerimages/1QBCWO2zhl171110625912.png,4.0,1,,not out,not out,38,38,19,50.00,2.00,12,1,0,6,0,63.16,6.33,100.00,0,0,,31,7,81.58,18.42,12
1410,2,16,2021-100mb00000000584-a3f48c1791dd11,Venkatesh Iyer ,https://scores.iplt20.com/ipl/playerimages/Vlz3yFvFOc1711106555584.png,,4,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,584
1410,2,16,2019-100mb00000000141-e67c41d144a711,Andre Russell ,https://scores.iplt20.com/ipl/playerimages/k9HNNNr5UH1711106337141.png,,6,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,141
1410,2,16,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh ,https://scores.iplt20.com/ipl/playerimages/X9K4X2qutU1711106634991.png,,7,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,991
1410,2,16,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc ,https://scores.iplt20.com/ipl/playerimages/h2OT7bDEjJ171110650931.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,31
1410,2,16,2022-100mb00000001013-30676520bcc011,Harshit Rana ,https://scores.iplt20.com/ipl/playerimages/QZDTDwqZgk17111062411013.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1013
1410,2,16,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora ,https://scores.iplt20.com/ipl/playerimages/DIqsj0BB871711106539583.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,583
1410,2,16,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy  (RP),https://scores.iplt20.com/ipl/playerimages/ORNmMBJKWk1711106326140.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,140
1410,2,16,2019-100mb00000000152-335aed3d44aa11,Rinku Singh  (IP),https://scores.iplt20.com/ipl/playerimages/La76P0ZzSW1711106362152.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,152
1411,1,13,2018-100mb00000000044-e03a43dbf88a11,Ajinkya Rahane  (RP),https://scores.iplt20.com/ipl/playerimages/kgmWgHr8dK171100735244.png,1.0,11,Gerald Coetzee,c Hardik Pandya b Gerald Coetzee,c Hardik Pandya b Gerald Coetzee,5,8,6,75.00,1.33,1,0,0,1,0,80.00,8.00,62.50,0,0,4,3,5,37.50,62.50,44
1411,1,13,2021-100mb00000000724-7645abdd460011,Rachin Ravindra ,https://scores.iplt20.com/ipl/playerimages/4kArkYqm8q1711007201724.png,2.0,2,Shreyas Gopal,c Ishan Kishan b Shreyas Gopal,c Ishan Kishan b Shreyas Gopal,21,16,6,37.50,2.67,7,0,0,2,1,66.67,5.33,131.25,0,0,1,8,8,50.00,50.00,724
1411,1,13,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad (c),https://scores.iplt20.com/ipl/playerimages/kj0w9hIoW31711007388102.png,3.0,1,Hardik Pandya,c Mohammad Nabi b Hardik Pandya,c Mohammad Nabi b Hardik Pandya,69,40,14,35.00,2.86,13,3,0,5,5,72.46,4.00,172.50,0,0,2,30,10,75.00,25.00,102
1411,1,13,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube ,https://scores.iplt20.com/ipl/playerimages/op1NfcpXJc1711105807211.png,4.0,5,,not out,not out,66,38,13,34.21,2.92,12,1,0,10,2,78.79,3.17,173.68,0,0,,37,1,97.37,2.63,211
1411,1,13,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell ,https://scores.iplt20.com/ipl/playerimages/uhisPQX4Fe171100704983.png,5.0,4,Hardik Pandya,c Mohammad Nabi b Hardik Pandya,c Mohammad Nabi b Hardik Pandya,17,14,3,21.43,4.67,7,3,0,1,0,23.53,14.00,121.43,0,0,3,14,0,100.00,0.00,83
1411,1,13,2019-100mb00000000057-57100cf415ba11,MS Dhoni (wk),https://scores.iplt20.com/ipl/playerimages/PkWRbVH7sK171100730157.png,6.0,8,,not out,not out,20,4,0,0.00,,0,1,0,0,3,90.00,1.33,500.00,0,0,,4,0,100.00,0.00,57
1411,1,13,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana  (IP),https://scores.iplt20.com/ipl/playerimages/KJCZZ2GM6p17114657091014.png,,3,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1014
1411,1,13,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja ,https://scores.iplt20.com/ipl/playerimages/NcCLI8nzgA171100732646.png,,6,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,46
1411,1,13,2022-100mb00000001229-0174f02b040d11,Sameer Rizwi ,https://scores.iplt20.com/ipl/playerimages/lOiPnmLcVF17110074081229.png,,7,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1229
1411,1,13,2019-100mb00000000105-4c526de743fe11,Shardul Thakur ,https://scores.iplt20.com/ipl/playerimages/QUmhO2jShB1711007397105.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,105
1411,1,13,2020-100mb00000000539-04833b65639b11,Tushar Deshpande ,https://scores.iplt20.com/ipl/playerimages/FrVWc2S2Nm1711007317539.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,539
1411,1,13,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman ,https://scores.iplt20.com/ipl/playerimages/q4cdVvsO361711105817258.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,258
1411,2,17,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma ,https://scores.iplt20.com/ipl/playerimages/PkGocfnXm717112088856.png,1.0,2,,not out,not out,105,63,20,31.75,3.15,23,4,0,11,5,70.48,3.94,166.67,0,0,,50,13,79.37,20.63,6
1411,2,17,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan (wk),https://scores.iplt20.com/ipl/playerimages/i0C5Zzihcj1711208518164.png,2.0,3,Matheesha Pathirana,c Shardul Thakur b Matheesha Pathirana,c Shardul Thakur b Matheesha Pathirana,23,15,6,40.00,2.50,5,0,0,3,1,78.26,3.75,153.33,0,0,1,12,3,80.00,20.00,164
1411,2,17,2019-100mb00000000174-619a804244af11,Suryakumar Yadav  (IP),https://scores.iplt20.com/ipl/playerimages/OodUcDzqTr1712555211174.png,3.0,11,Matheesha Pathirana,c Mustafizur Rahman b Matheesha Pathirana,c Mustafizur Rahman b Matheesha Pathirana,0,2,2,100.00,1.00,0,0,0,0,0,,,0.00,0,0,3,2,0,100.00,0.00,174
1411,2,17,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma ,https://scores.iplt20.com/ipl/playerimages/B0PfgYgVYQ1711209116993.png,4.0,4,Matheesha Pathirana,c Shardul Thakur b Matheesha Pathirana,c Shardul Thakur b Matheesha Pathirana,31,20,5,25.00,4.00,9,1,0,5,0,64.52,4.00,155.00,0,0,2,12,8,60.00,40.00,993
1411,2,17,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya (c),https://scores.iplt20.com/ipl/playerimages/F6YZ6vemsO171120879054.png,5.0,1,Tushar Deshpande,c Ravindra Jadeja b Tushar Deshpande,c Ravindra Jadeja b Tushar Deshpande,2,6,4,66.67,1.50,2,0,0,0,0,0.00,,33.33,0,0,4,6,0,100.00,0.00,54
1411,2,17,2021-100mb00000000636-9e985b64160411,Tim David ,https://scores.iplt20.com/ipl/playerimages/8fc3ohcEyv1711209012636.png,6.0,5,Mustafizur Rahman,c Rachin Ravindra b Mustafizur Rahman,c Rachin Ravindra b Mustafizur Rahman,13,5,2,40.00,2.50,1,0,0,0,2,92.31,2.50,260.00,0,0,5,5,0,100.00,0.00,636
1411,2,17,2019-100mb00000000371-481ee0be14fc11,Romario Shepherd ,https://scores.iplt20.com/ipl/playerimages/scujgVJ9B41711208751371.png,7.0,7,Matheesha Pathirana,b Matheesha Pathirana,b Matheesha Pathirana,1,2,1,50.00,2.00,1,0,0,0,0,0.00,,50.00,0,0,10,2,0,100.00,0.00,371
1411,2,17,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi ,https://scores.iplt20.com/ipl/playerimages/UfEtDAomXm1711208571217.png,8.0,6,,not out,not out,4,7,3,42.86,2.33,4,0,0,0,0,0.00,,57.14,0,0,,7,0,100.00,0.00,217
1411,2,17,2019-100mb00000000192-f5e65e7b44b711,Shreyas Gopal ,https://scores.iplt20.com/ipl/playerimages/oNTcAjcRmE1711208546192.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,192
1411,2,17,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah ,https://scores.iplt20.com/ipl/playerimages/7ID0MgCukM17112091009.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,9
1411,2,17,2023-100mb00000002535-239c770f61da11,Gerald Coetzee ,https://scores.iplt20.com/ipl/playerimages/hBzYnHZ4TB17112085892535.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,2535
1411,2,17,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal  (RP),https://scores.iplt20.com/ipl/playerimages/IwmjA0839y17112084651045.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1045
1412,1,20,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma ,https://scores.iplt20.com/ipl/playerimages/dQpGnjmPeu1711172702212.png,1.0,3,Reece Topley,c Lockie Ferguson b Reece Topley,c Lockie Ferguson b Reece Topley,34,22,5,22.73,4.40,12,1,0,2,2,58.82,5.50,154.55,0,0,2,12,10,54.55,45.45,212
1412,1,20,2018-100mb00000000037-4e250de6f88a11,Travis Head  (RP),https://scores.iplt20.com/ipl/playerimages/UcE1cNJKGb171117273637.png,2.0,11,Lockie Ferguson,c Faf Du Plessis b Lockie Ferguson,c Faf Du Plessis b Lockie Ferguson,102,41,9,21.95,4.56,12,3,0,9,8,82.35,2.41,248.78,0,0,3,33,8,80.49,19.51,37
1412,1,20,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen (wk),https://scores.iplt20.com/ipl/playerimages/iyUTeZybFC1711172231202.png,3.0,5,Lockie Ferguson,c Vyshak Vijaykumar b Lockie Ferguson,c Vyshak Vijaykumar b Lockie Ferguson,67,31,8,25.81,3.88,11,3,0,2,7,74.63,3.44,216.13,0,0,1,26,5,83.87,16.13,202
1412,1,20,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram ,https://scores.iplt20.com/ipl/playerimages/YtVGIjij0f1711172711287.png,4.0,4,,not out,not out,32,17,2,11.76,8.50,10,1,0,2,2,62.50,4.25,188.24,0,0,,15,1,88.24,5.88,287
1412,1,20,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad ,https://scores.iplt20.com/ipl/playerimages/r4QabEK0yx1711172786525.png,5.0,6,,not out,not out,37,10,1,10.00,10.00,1,1,0,4,3,91.89,1.43,370.00,0,0,,10,0,100.00,0.00,525
1412,1,20,2018-100mb00000000033-d93110bbf88911,Pat Cummins (c),https://scores.iplt20.com/ipl/playerimages/nkEjJbcW10171117272233.png,,1,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,33
1412,1,20,2019-100mb00000000087-98d4e401342511,Mayank Markande  (IP),https://scores.iplt20.com/ipl/playerimages/ETA1xk7nM9171117289187.png,,2,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,87
1412,1,20,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed ,https://scores.iplt20.com/ipl/playerimages/yiujPw2PGz1711172768523.png,,7,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,523
1412,1,20,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar ,https://scores.iplt20.com/ipl/playerimages/dsql7EUu0c171117214215.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,15
1412,1,20,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat ,https://scores.iplt20.com/ipl/playerimages/P7qDx86J0V1711172166180.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,180
1412,1,20,2019-100mb00000000224-85b4cb8c44c011,T Natarajan ,https://scores.iplt20.com/ipl/playerimages/5QBp8S0tJv1711172340224.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,224
1412,1,20,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy ,https://scores.iplt20.com/ipl/playerimages/IozBAaYkzy17111722041944.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1944
1412,2,19,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli ,https://scores.iplt20.com/ipl/playerimages/a3RNqA3e5J17110081032.png,1.0,2,Mayank Markande,b Mayank Markande,b Mayank Markande,42,20,7,35.00,2.86,4,1,0,6,2,85.71,2.50,210.00,0,0,6,15,5,75.00,25.00,2
1412,2,19,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis (c),https://scores.iplt20.com/ipl/playerimages/7bYSLKJKQM171100953594.png,2.0,1,Pat Cummins,c Heinrich Klaasen b Pat Cummins,c Heinrich Klaasen b Pat Cummins,62,28,7,25.00,4.00,10,0,0,7,4,83.87,2.55,221.43,0,0,4,16,12,57.14,42.86,94
1412,2,19,2023-100mb00000001941-9401571cc40411,Will Jacks ,https://scores.iplt20.com/ipl/playerimages/WrLlXY0okD17110080931941.png,3.0,5,Jaydev Unadkat,run out (Jaydev Unadkat),run out (Jaydev Unadkat),7,4,0,0.00,,3,0,0,1,0,57.14,4.00,175.00,0,0,1,2,2,50.00,50.00,1941
1412,2,19,2021-100mb00000000597-a0edfee691e511,Rajat Patidar ,https://scores.iplt20.com/ipl/playerimages/etgAYU3yll1711009471597.png,4.0,3,Mayank Markande,c Nitish Kumar Reddy b Mayank Markande,c Nitish Kumar Reddy b Mayank Markande,9,5,2,40.00,2.50,1,1,0,0,1,66.67,5.00,180.00,0,0,2,0,5,0.00,100.00,597
1412,2,19,2024-100mb00000003114-45238324dfa011,Saurav Chauhan ,https://scores.iplt20.com/ipl/playerimages/OY1hsIXP4517110081723114.png,5.0,4,Pat Cummins,lbw Pat Cummins,lbw Pat Cummins,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,8,1,0,100.00,0.00,3114
1412,2,19,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik (wk),https://scores.iplt20.com/ipl/playerimages/JCXtEQbAYN171100789113.png,6.0,6,T Natarajan,c Heinrich Klaasen b T Natarajan,c Heinrich Klaasen b T Natarajan,83,35,6,17.14,5.83,13,4,0,5,7,74.70,2.92,237.14,0,0,3,29,6,82.86,17.14,13
1412,2,19,2019-100mb00000000184-117a285844b711,Mahipal Lomror ,https://scores.iplt20.com/ipl/playerimages/BOdFMN0Fsy1711008079184.png,7.0,7,Pat Cummins,b Pat Cummins,b Pat Cummins,19,11,2,18.18,5.50,7,0,0,0,2,63.16,5.50,172.73,0,0,5,5,6,45.45,54.55,184
1412,2,19,2020-100mb00000000534-1ea324c4639911,Anuj Rawat  (IP),https://scores.iplt20.com/ipl/playerimages/33bkamzpo71711009391534.png,8.0,11,,not out,not out,25,14,4,28.57,3.50,5,0,0,5,0,80.00,2.80,178.57,0,0,,14,0,100.00,0.00,534
1412,2,19,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar ,https://scores.iplt20.com/ipl/playerimages/AUUpRARAmG17110081202034.png,9.0,9,,not out,not out,1,2,1,50.00,2.00,1,0,0,0,0,0.00,,50.00,0,0,,2,0,100.00,0.00,2034
1412,2,19,2021-100mb00000000574-27073d6f802311,Reece Topley ,https://scores.iplt20.com/ipl/playerimages/6PkRGja7rR1711009452574.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,574
1412,2,19,2019-100mb00000000069-7aeb5c411e3711,Lockie Ferguson ,https://scores.iplt20.com/ipl/playerimages/HS2i6ozC5Y171100952669.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,69
1412,2,19,2022-100mb00000000978-bc824605a44611,Yash Dayal  (RP),https://scores.iplt20.com/ipl/playerimages/TcWxpwQ09F1711009550978.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,978
1413,1,35,2019-100mb00000000225-a11ad1bc44c011,Wriddhiman Saha (wk),https://scores.iplt20.com/ipl/playerimages/O1Ae7XNNZS1711262843225.png,1.0,2,Mukesh Kumar,b Mukesh Kumar,b Mukesh Kumar,2,10,8,80.00,1.25,2,0,0,0,0,0.00,,20.00,0,0,9,10,0,100.00,0.00,225
1413,1,35,2019-100mb00000000062-8fa4884a17f311,Shubman Gill (c),https://scores.iplt20.com/ipl/playerimages/my5xvakffA171126318662.png,2.0,1,Ishant Sharma,c Prithvi Shaw b Ishant Sharma,c Prithvi Shaw b Ishant Sharma,8,6,4,66.67,1.50,0,0,0,2,0,100.00,3.00,133.33,0,0,7,6,0,100.00,0.00,62
1413,1,35,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan  (RP),https://scores.iplt20.com/ipl/playerimages/YqiCcPXvnI1711263560976.png,3.0,11,Ishant Sharma,run out (Sumit Kumar),run out (Sumit Kumar),12,9,4,44.44,2.25,2,1,0,2,0,66.67,4.50,133.33,0,0,2,8,0,88.89,0.00,976
1413,1,35,2019-100mb00000000128-e95bebea449911,David Miller ,https://scores.iplt20.com/ipl/playerimages/lrQWfzyC4R1711262763128.png,4.0,4,Ishant Sharma,c Rishabh Pant b Ishant Sharma,c Rishabh Pant b Ishant Sharma,2,6,5,83.33,1.20,0,1,0,0,0,0.00,,33.33,0,0,3,6,0,100.00,0.00,128
1413,1,35,2022-100mb00000000974-314d9cf0a44611,Abhinav Manohar ,https://scores.iplt20.com/ipl/playerimages/juzriHTJzy1711263526974.png,5.0,5,Tristan Stubbs,st Rishabh Pant b Tristan Stubbs,st Rishabh Pant b Tristan Stubbs,8,14,10,71.43,1.40,2,1,0,1,0,50.00,14.00,57.14,0,0,6,9,5,64.29,35.71,974
1413,1,35,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia ,https://scores.iplt20.com/ipl/playerimages/UJBfjMpLzp1711262739120.png,6.0,6,Axar Patel,lbw Axar Patel,lbw Axar Patel,10,15,8,53.33,1.88,6,0,0,1,0,40.00,15.00,66.67,0,0,8,3,11,20.00,73.33,120
1413,1,35,2021-100mb00000000590-85eaa6f291e011,Shahrukh Khan  (IP),https://scores.iplt20.com/ipl/playerimages/CzVrbmVrDH1711263153590.png,7.0,3,Tristan Stubbs,st Rishabh Pant b Tristan Stubbs,st Rishabh Pant b Tristan Stubbs,0,1,1,100.00,1.00,0,0,0,0,0,,,0.00,0,0,5,0,1,0.00,100.00,590
1413,1,35,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan ,https://scores.iplt20.com/ipl/playerimages/wka0wrWIzF1711262830218.png,8.0,7,Mukesh Kumar,c Rishabh Pant b Mukesh Kumar,c Rishabh Pant b Mukesh Kumar,31,24,7,29.17,3.43,11,3,0,2,1,45.16,8.00,129.17,0,0,4,5,19,20.83,79.17,218
1413,1,35,2019-100mb00000000100-f196053e43f611,Mohit Sharma ,https://scores.iplt20.com/ipl/playerimages/fCTMuvjb7Q1711262710100.png,9.0,8,Khaleel Ahmed,c Sumit Kumar b Khaleel Ahmed,c Sumit Kumar b Khaleel Ahmed,4,14,11,78.57,1.27,2,1,0,0,0,0.00,,28.57,0,0,1,2,12,14.29,85.71,100
1413,1,35,2022-100mb00000000975-56f6385ba44611,Noor Ahmad ,https://scores.iplt20.com/ipl/playerimages/LG0Noz0HPU1711263543975.png,10.0,9,Mukesh Kumar,b Mukesh Kumar,b Mukesh Kumar,1,7,6,85.71,1.17,1,0,0,0,0,0.00,,14.29,0,0,12,1,6,14.29,85.71,975
1413,1,35,2023-100mb00000002518-9a5f0c5357b311,Spencer Johnson ,https://scores.iplt20.com/ipl/playerimages/81YMDUAVI517112629762518.png,11.0,10,,not out,not out,1,1,0,0.00,,1,0,0,0,0,0.00,,100.00,0,0,,1,0,100.00,0.00,2518
1413,1,35,2019-100mb00000000228-e226d3e1494611,Sandeep Warrier ,https://scores.iplt20.com/ipl/playerimages/7fLsUds8q81711262859228.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,228
1413,2,14,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw ,https://scores.iplt20.com/ipl/playerimages/9BTKQeybEF171117110651.png,1.0,2,Sandeep Warrier,c Sandeep Warrier b Sandeep Warrier,c Sandeep Warrier b Sandeep Warrier,7,6,3,50.00,2.00,1,1,0,1,0,57.14,6.00,116.67,0,0,2,6,0,100.00,0.00,51
1413,2,14,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser-McGurk ,https://scores.iplt20.com/ipl/playerimages/pq7SsSjYtg17135198623115.png,2.0,3,Spencer Johnson,c Abhinav Manohar b Spencer Johnson,c Abhinav Manohar b Spencer Johnson,20,10,6,60.00,1.67,0,0,0,2,2,100.00,2.50,200.00,0,0,3,10,0,100.00,0.00,3115
1413,2,14,2022-100mb00000001580-2e206f715b5511,Abishek Porel  (IP),https://scores.iplt20.com/ipl/playerimages/D4DPR8Shji17111708931580.png,3.0,11,Sandeep Warrier,b Sandeep Warrier,b Sandeep Warrier,15,7,3,42.86,2.33,1,0,0,2,1,93.33,2.33,214.29,0,0,9,7,0,100.00,0.00,1580
1413,2,14,2019-100mb00000000268-22e2e3987add11,Shai Hope ,https://scores.iplt20.com/ipl/playerimages/EfeMfV8kXZ1711171051268.png,4.0,4,Rashid Khan,c Mohit Sharma b Rashid Khan,c Mohit Sharma b Rashid Khan,19,10,4,40.00,2.50,3,0,0,1,2,84.21,3.33,190.00,0,0,1,7,3,70.00,30.00,268
1413,2,14,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant (c)(wk),https://scores.iplt20.com/ipl/playerimages/CBJeO6dA8l171117091218.png,5.0,1,,not out,not out,16,11,4,36.36,2.75,4,1,0,1,1,62.50,5.50,145.45,0,0,,0,11,0.00,100.00,18
1413,2,14,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar ,https://scores.iplt20.com/ipl/playerimages/b99QXAsodH17111719201535.png,6.0,7,,not out,not out,9,9,6,66.67,1.50,1,0,0,2,0,88.89,4.50,100.00,0,0,,0,9,0.00,100.00,1535
1413,2,14,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs ,https://scores.iplt20.com/ipl/playerimages/d5ZIhnRpGl17111707581017.png,,5,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1017
1413,2,14,2019-100mb00000000110-79ae08f5449411,Axar Patel ,https://scores.iplt20.com/ipl/playerimages/rGfKDbGelA1711170804110.png,,6,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,110
1413,2,14,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav ,https://scores.iplt20.com/ipl/playerimages/7JPq8NqJBI171117132314.png,,8,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,14
1413,2,14,2018-100mb00000000050-4663b710f88b11,Ishant Sharma ,https://scores.iplt20.com/ipl/playerimages/Sjq3Umqtsz171117108450.png,,9,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,50
1413,2,14,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar ,https://scores.iplt20.com/ipl/playerimages/mtYoBn1aVp17111708761462.png,,10,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,1462
1413,2,14,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed  (RP),https://scores.iplt20.com/ipl/playerimages/8fYU7gFN2517111714428.png,,11,,,,0,0,0,,,0,0,0,0,0,,,-,1000,1000,,0,0,,,8
1414,1,16,2022-100mb00000001220-372333e3f9f711,Phil Salt (wk),https://scores.iplt20.com/ipl/playerimages/xVEgObedpn17111062871220.png,1.0,2,Avesh Khan,c & b Avesh Khan,c & b Avesh Khan,10,13,8,61.54,1.63,2,2,0,1,0,40.00,13.00,76.92,0,0,3,13,0,100.00,0.00,1220
1414,1,16,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine ,https://scores.iplt20.com/ipl/playerimages/3SpsGTCTap1711106395156.png,2.0,3,Trent Boult,b Trent Boult,b Trent Boult,109,56,18,32.14,3.11,17,2,0,13,6,80.73,2.95,194.64,0,0,9,28,28,50.00,50.00,156
1414,1,16,20214a2b63d55d7711ec9c9202ea608,Angkrish Raghuvanshi ,https://scores.iplt20.com/ipl/playerimages/ISQ8oIxMTX1711106614787.png,3.0,5,Kuldeep Sen,c Ravichandran Ashwin b Kuldeep Sen,c Ravichandran Ashwin b Kuldeep Sen,30,18,3,16.67,6.00,10,0,0,5,0,66.67,3.60,166.67,0,0,4,8,10,44.44,55.56,787
1414,1,16,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer (c),https://scores.iplt20.com/ipl/playerimages/1QBCWO2zhl171110625912.png,4.0,1,Yuzvendra Chahal,lbw Yuzvendra Chahal,lbw Yuzvendra Chahal,11,7,4,57.14,1.75,1,0,0,1,1,90.91,3.50,157.14,0,0,6,2,5,28.57,71.43,12
1414,1,16,2019-100mb00000000141-e67c41d144a711,Andre Russell ,https://scores.iplt20.com/ipl/playerimages/k9HNNNr5UH1711106337141.png,5.0,7,Avesh Khan,c Dhruv Jurel b Avesh Khan,c Dhruv Jurel b Avesh Khan,13,10,4,40.00,2.50,3,1,0,2,0,61.54,5.00,130.00,0,0,1,5,5,50.00,50.00,141
1414,1,16,2019-100mb00000000152-335aed3d44aa11,Rinku Singh  (RP),https://scores.iplt20.com/ipl/playerimages/La76P0ZzSW1711106362152.png,6.0,11,,not out,not out,20,9,2,22.22,4.50,4,0,0,1,2,80.00,3.00,222.22,0,0,,9,0,100.00,0.00,152
